Domain,Area,Element,Item,Year,Value
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","22795.473159"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","22954.408814"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","23113.34447"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","23272.280125"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","23431.215781"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","23590.151437"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","23749.087092"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","23717.011702"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","23753.849505"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","23770.004541"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","24785.31198"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","24030.030257"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","25429.340543"
"Value of Agricultural Production","Malawi","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","19070.618821"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","2120.661426"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","2446.91703"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","2446.91703"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","2936.300436"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","3588.811644"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","3262.55604"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","3751.939446"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","4567.578456"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","5220.089664"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","6361.984278"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","6035.728674"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","4078.19505"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","4078.19505"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","3915.067248"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","4078.19505"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","3262.55604"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","3654.062765"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","3588.811644"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","3915.067248"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","4078.19505"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","3588.811644"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","3262.55604"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","2446.91703"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","2283.789228"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","2675.295953"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","2707.921513"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","3229.93048"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","3262.55604"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","3523.560523"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","3475.274694"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","3137.528242"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","3327.807161"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","3394.363304"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","3458.961914"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","3464.834514"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","3588.811644"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","3859.696627"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","4000.751234"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","3915.067248"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","4368.973227"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","4620.300041"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","4985.838715"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","5256.379474"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","6211.585938"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","6039.270865"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","6143.491059"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","6722.170465"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","5634.760537"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","6716.297864"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","6854.303984"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","7366.851538"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","5302.306076"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","6089.887104"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","5423.02065"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","5069.033319"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","4387.485363"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","4321.116288"
"Value of Agricultural Production","Malaysia","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","4384.017138"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","9787.66812"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","2283.789228"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","2283.789228"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","2283.789228"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","2381.665909"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","2381.665909"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","2446.91703"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","2446.91703"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","2446.91703"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","2610.044832"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","2773.172634"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","2773.172634"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","2936.300436"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","2936.300436"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","2936.300436"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","3099.428238"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","3099.428238"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","3099.428238"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","3099.428238"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","3262.55604"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","3262.55604"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","3262.55604"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","3425.683842"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","3425.683842"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","3425.683842"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","3588.811644"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","3588.811644"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","3588.811644"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","3751.939446"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","4078.19505"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","5269.380055"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","5341.547952"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","5425.166511"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","5523.336838"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","5640.291572"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","5785.432171"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","6365.742164"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","8330.739502"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","4717.657203"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","13117.961385"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","15605.785395"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","4241.322852"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","4567.578456"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","24077.959622"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","4697.101931"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","6729.674344"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","42112.148796"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","55243.311245"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","72608.092316"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","126777.707625"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","109986.636709"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","125490.629267"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","160964.40109"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","29862.50169"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","30702.283614"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","158788.276211"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","159145.526098"
"Value of Agricultural Production","Mali","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","92729.819293"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","358.881164"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","424.132285"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","391.506725"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","463.282958"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","434.89872"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","344.852173"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","233.925268"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","453.49529"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","363.122487"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","387.591658"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","529.839101"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","380.087779"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","417.933429"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","478.616971"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","336.695783"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","265.898317"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","363.774998"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","387.265402"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","315.31136"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","291.019999"
"Value of Agricultural Production","Malta","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","263.014218"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","65.251121"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","65.251121"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","75.038789"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","81.563901"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","81.563901"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","91.351569"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","97.876681"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","104.401793"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","114.189461"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","114.189461"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","130.502242"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","130.502242"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","130.502242"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","163.127802"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","163.127802"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","163.127802"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","195.753362"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","195.753362"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","228.378923"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","261.004483"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","97.876681"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","330.823182"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","226.421389"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","422.501007"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","209.129842"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","215.654954"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","178.788071"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","236.209057"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","221.853811"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","171.936703"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","147.141277"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","149.098811"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","157.907712"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","169.000403"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","174.873004"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","191.185784"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","192.164551"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","219.570021"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","225.442622"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","225.116367"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","178.13556"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","257.741927"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","189.22825"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","290.041232"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","274.054707"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","274.054707"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","137.027354"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","130.502242"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","178.837764"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","213.134933"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","212.31318"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","213.512725"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","214.712271"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","218.040373"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","218.906584"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","218.669277"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","219.564004"
"Value of Agricultural Production","Martinique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","220.458732"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","251993.955929"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","287928.400664"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","278897.645546"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","275786.472106"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","457007.431137"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","472172.770378"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","588901.152888"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","561528.960224"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","530575.133539"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","409347.033738"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","510898.984317"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","526337.399498"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","586548.523728"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","463400.409697"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","527012.422343"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","583181.565894"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","605779.660305"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","620606.346229"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","620602.104906"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","568732.68396"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","594466.094726"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","679610.324724"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","684686.209411"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","540581.719169"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","577540.280246"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","636979.809972"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","641437.114033"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","677423.759666"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","773952.678966"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","724397.715274"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","773060.043633"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","829174.376243"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","950607.690819"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","1041129.591938"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","1165235.266166"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","1300000.689743"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","1286705.77388"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","1086807.007776"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","1148430.166259"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","1243909.195026"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","1316408.73658"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","1311547.52808"
